"","X1","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","database","comparison","gene_ratio","nfkb","X3","category"
"35","GO:0038061","GO:0038061","NIK/NF-kB signaling","60/5491","107/15752",5.47201451622506e-06,0.00116675071319192,0.00110314322778899,"ALK/BIRC2/CHI3L1/CHUK/COPS8/CUL1/EIF2AK2/FBXW11/MALT1/MAP3K7/NOD1/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMB1/PSMB2/PSMB4/PSMB5/PSMB8/PSMB9/PSMC1/PSMC2/PSMC4/PSMC5/PSMC6/PSMD1/PSMD10/PSMD11/PSMD12/PSMD14/PSMD2/PSMD3/PSMD4/PSMD5/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME3/PSMF1/RASSF2/RC3H1/RC3H2/REL/RELA/SASH1/SKP1/TLR3/TLR6/TNFRSF10A/TNFRSF10B/TRAF6/TSPAN6/UBA3/UBC/ZFP91",60,"GO","Associated with
bacterial contact
",0.0109269714077581,"","live-hypoxia specific","NF-kB signaling"
"36","450294","450294","MAP kinase activation in TLR cascade","26/2217","49/6749",0.00265209664242283,0.0251065148816028,0.0205254998290769,"ATF1/ATF2/CREB1/DUSP3/DUSP4/DUSP6/ELK1/JUN/MAP2K1/MAP2K3/MAP2K4/MAP2K6/MAP3K7/MAPK14/MAPK8/MAPK9/MAPKAPK3/MEF2A/MEF2C/NOD1/PPP2R5D/RIPK2/RPS6KA3/TAB2/TRAF6/UBC",26,"REACTOME","Associated with
bacterial contact
",0.0117275597654488,"",NA,"TLR signaling"
"37","GO:0022904","GO:0022904","respiratory electron transport chain","68/5491","127/15752",1.14763725196522e-05,0.00190299122507688,0.00179924628178918,"ALDH5A1/ATP5A1/ATP5B/ATP5C1/ATP5F1/ATP5G1/ATP5G3/ATP5H/ATP5J/ATP5S/COA6/COQ7/COX10/COX15/COX5A/COX5B/COX6A1/COX6C/COX7A2L/COX7B/COX7C/COX8C/CYCS/DLD/ETFA/ETFDH/NDUFA1/NDUFA10/NDUFA12/NDUFA4/NDUFA5/NDUFA6/NDUFA9/NDUFAB1/NDUFAF1/NDUFAF2/NDUFAF5/NDUFAF7/NDUFB1/NDUFB2/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB9/NDUFC1/NDUFC2/NDUFS1/NDUFS4/NDUFS7/NDUFV2/PINK1/PMPCB/SDHAF2/SDHB/SDHC/SDHD/SLC25A12/SLC25A13/TIMMDC1/TMEM126B/UCP1/UCP3/UQCR10/UQCRB/UQCRC2/UQCRFS1/UQCRQ",68,"GO","Associated with
bacterial contact
",0.0123839009287926,"",NA,"Mitochondria"
"38","GO:0022900","GO:0022900","electron transport chain","69/5491","129/15752",1.03946968255493e-05,0.00177749315716893,0.00168058996373601,"ALDH5A1/ATP5A1/ATP5B/ATP5C1/ATP5F1/ATP5G1/ATP5G3/ATP5H/ATP5J/ATP5S/COA6/COQ7/COX10/COX15/COX5A/COX5B/COX6A1/COX6C/COX7A2L/COX7B/COX7C/COX8C/CYCS/DLD/ETFA/ETFDH/NDUFA1/NDUFA10/NDUFA12/NDUFA4/NDUFA5/NDUFA6/NDUFA9/NDUFAB1/NDUFAF1/NDUFAF2/NDUFAF5/NDUFAF7/NDUFB1/NDUFB2/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB9/NDUFC1/NDUFC2/NDUFS1/NDUFS4/NDUFS7/NDUFV2/PINK1/PMPCB/SDHAF2/SDHB/SDHC/SDHD/SLC25A12/SLC25A13/TIMMDC1/TMEM126B/UCP1/UCP3/UQCR10/UQCRB/UQCRC2/UQCRFS1/UQCRQ/WDR93",69,"GO","Associated with
bacterial contact
",0.0125660171189219,"",NA,"Mitochondria"
"39","GO:0033209","GO:0033209","tumor necrosis factor-pathway","79/5491","166/15752",0.000458226849437832,0.0210046514915749,0.0198595456450236,"ADAM17/BAG4/BIRC2/CASP8/CHUK/COMMD7/CUL1/CYLD/F2RL1/FADD/FAS/FBXW11/FOXO3/HIPK1/HSPA1A/HSPA1B/JAK2/LTBR/MAP3K7/NGFR/OTULIN/PARK2/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMB1/PSMB2/PSMB4/PSMB5/PSMB8/PSMB9/PSMC1/PSMC2/PSMC4/PSMC5/PSMC6/PSMD1/PSMD10/PSMD11/PSMD12/PSMD14/PSMD2/PSMD3/PSMD4/PSMD5/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME3/PSMF1/PTPN2/RELT/RFFL/RIPK1/SKP1/SMPD2/STAT1/TAB2/TAX1BP1/TNFRSF10A/TNFRSF10B/TNFRSF10D/TNFRSF11A/TNFRSF11B/TNFRSF12A/TNFRSF1A/TNFRSF21/TNFRSF4/TNFRSF8/TNFSF13/TRIM32/TXNDC17/UBA3/UBC",79,"GO","Associated with
bacterial contact
",0.0143871790202149,"","live-hypoxia specific","Innate and adaptive
defense"
"40","168142","168142","TLR 10 Cascade","33/2217","67/6749",0.00374735774046191,0.0326743297720977,0.0267124669957211,"ATF1/ATF2/CHUK/CREB1/DUSP3/DUSP4/DUSP6/ELK1/IRAK4/JUN/MAP2K1/MAP2K3/MAP2K4/MAP2K6/MAP3K7/MAPK14/MAPK8/MAPK9/MAPKAPK3/MEF2A/MEF2C/NFKBIB/NOD1/PPP2R5D/RELA/RIPK2/RPS6KA3/TAB2/TLR5/TRAF6/UBC/UBE2N/UBE2NL",33,"REACTOME","Associated with
bacterial contact
",0.0148849797023004,"",NA,"TLR signaling"
"41","168176","168176","TLR 5 Cascade","33/2217","67/6749",0.00374735774046191,0.0326743297720977,0.0267124669957211,"ATF1/ATF2/CHUK/CREB1/DUSP3/DUSP4/DUSP6/ELK1/IRAK4/JUN/MAP2K1/MAP2K3/MAP2K4/MAP2K6/MAP3K7/MAPK14/MAPK8/MAPK9/MAPKAPK3/MEF2A/MEF2C/NFKBIB/NOD1/PPP2R5D/RELA/RIPK2/RPS6KA3/TAB2/TLR5/TRAF6/UBC/UBE2N/UBE2NL",33,"REACTOME","Associated with
bacterial contact
",0.0148849797023004,"",NA,"TLR signaling"
"42","975871","975871","MyD88 cascade","33/2217","67/6749",0.00374735774046191,0.0326743297720977,0.0267124669957211,"ATF1/ATF2/CHUK/CREB1/DUSP3/DUSP4/DUSP6/ELK1/IRAK4/JUN/MAP2K1/MAP2K3/MAP2K4/MAP2K6/MAP3K7/MAPK14/MAPK8/MAPK9/MAPKAPK3/MEF2A/MEF2C/NFKBIB/NOD1/PPP2R5D/RELA/RIPK2/RPS6KA3/TAB2/TLR5/TRAF6/UBC/UBE2N/UBE2NL",33,"REACTOME","Associated with
bacterial contact
",0.0148849797023004,"",NA,"TLR signaling"
"43","GO:0006643","GO:0006643","membrane lipid metabolism","88/5491","190/15752",0.000684226769840214,0.028364309731558,0.0268179790571344,"ACER3/AGMO/ALDH5A1/ALG5/ALOX12B/ARSD/ARSF/ARSG/ARSH/ARSJ/ARSK/ARV1/ASAH1/B3GNT5/B4GALNT1/B4GALT4/CERK/CERS1/CERS2/CERS6/CLN3/CLN8/COL4A3BP/CREM/CTSA/CYR61/DEGS1/DPM1/DPM2/FAM57B/GALC/GBA/GLA/GLB1/GLTP/HACD2/HEXA/ITGB8/KDELC1/KDELC2/KDSR/MPPE1/NAGA/NEU1/ORMDL1/ORMDL2/ORMDL3/PIGB/PIGC/PIGF/PIGH/PIGK/PIGN/PIGP/PIGT/PIGV/PIGX/PIGY/PLAUR/PLPP1/PLPP3/PPP2CA/PPT1/PRKAA1/SAMD8/SERAC1/SERINC1/SERINC3/SGMS1/SGMS2/SGPP1/SGPP2/SMPD1/SMPD2/SMPDL3A/SPTLC1/SPTLC2/SPTLC3/SPTSSA/ST3GAL1/ST6GALNAC3/ST6GALNAC5/ST8SIA4/ST8SIA5/TNFRSF1A/UGT8/VAPA/VAPB",88,"GO","Associated with
bacterial contact
",0.0160262247313786,"",NA,"Metabolism"
"44","GO:0010506","GO:0010506","regulation of autophagy","89/5491","197/15752",0.00165913126412756,0.0512531671625411,0.0484590098114592,"ACTL6A/AMBRA1/ATG14/ATG5/ATG7/BECN1/CALCOCO2/CISD2/CLN3/CSNK2A2/CTSA/CTSK/DNM1L/DRAM2/EEF1A1/EPM2A/ERN1/FBXW7/FEZ2/FLCN/FOXO1/HAX1/HERC1/HIF1A/HTR2B/IFI16/IFT20/KDR/KIAA1324/KIF25/LEPR/MAP1LC3B/MET/MID2/MTDH/MTMR8/NRBF2/PAFAH1B2/PARK2/PARL/PIK3CB/PIM2/PINK1/PIP4K2A/PIP4K2C/PLEKHF1/PLK2/PRKAA1/RAB12/RAB33B/RAB3GAP1/RAB3GAP2/RAB7A/RALB/RB1CC1/RRAGA/SCFD1/SCOC/SH3GLB1/SIRT1/SIRT2/SOGA3/SPTLC1/SPTLC2/SQSTM1/SVIP/TBC1D14/TBC1D25/TBK1/TIGAR/TLK2/TMEM150C/TMEM59/TP53/TP53INP1/TP53INP2/TRIM13/TRIM21/U2AF1/UBQLN1/UBQLN2/USP13/UVRAG/VDAC1/WAC/WBP11/WDR75/XBP1/ZKSCAN3",89,"GO","Associated with
bacterial contact
",0.0162083409215079,"",NA,"Metabolism"
"45","428157","428157","Sphingolipid metabolismlism","36/2217","70/6749",0.000940459604166081,0.0102727125993526,0.00839832058318352,"ACER3/ARSD/ARSF/ARSG/ARSH/ARSJ/ARSK/ASAH1/CERK/CERS1/CERS2/CERS6/COL4A3BP/CTSA/DEGS1/GALC/GBA/GLA/GLB1/GLTP/HEXA/KDSR/NEU1/PLPP1/PLPP3/SGMS1/SGMS2/SGPP1/SGPP2/SMPD1/SMPD2/SPTLC1/SPTLC2/SPTLC3/VAPA/VAPB",36,"REACTOME","Associated with
bacterial contact
",0.0162381596752368,"",NA,"Metabolism"
"46","GO:0045333","GO:0045333","cellular respiration","94/5491","194/15752",6.07766709918011e-05,0.00545196628962517,0.00515474267342023,"ACO2/ADSL/ALDH5A1/ATP5A1/ATP5B/ATP5C1/ATP5F1/ATP5G1/ATP5G3/ATP5H/ATP5J/ATP5S/CISD1/COA6/COQ7/COX10/COX15/COX20/COX5A/COX5B/COX6A1/COX6C/COX7A2L/COX7B/COX7C/COX8C/CYCS/DLAT/DLD/DLST/ETFA/ETFDH/FASTKD2/FASTKD3/FASTKD5/FH/FXN/HIF1A/IDH1/IDH3A/MDH1/MDH2/NDUFA1/NDUFA10/NDUFA12/NDUFA4/NDUFA5/NDUFA6/NDUFA9/NDUFAB1/NDUFAF1/NDUFAF2/NDUFAF5/NDUFAF7/NDUFB1/NDUFB2/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB9/NDUFC1/NDUFC2/NDUFS1/NDUFS4/NDUFS7/NDUFV2/NNT/NOA1/NOS2/NR4A3/OGDH/OPRK1/PIK3CA/PINK1/PMPCB/SDHAF2/SDHB/SDHC/SDHD/SLC25A12/SLC25A13/SUCLA2/SUCLG1/SURF1/TIMMDC1/TMEM126B/UCP1/UCP3/UQCR10/UQCRB/UQCRC2/UQCRFS1/UQCRQ",94,"GO","Associated with
bacterial contact
",0.0171189218721544,"",NA,"Mitochondria"
"47","5607761","5607761","Dectin-1 noncanonical NF-kB signaling","39/2217","58/6749",7.75444103265565e-08,5.50565313318552e-06,4.50107404301516e-06,"CHUK/CUL1/FBXW11/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMB1/PSMB2/PSMB4/PSMB5/PSMB8/PSMB9/PSMC1/PSMC2/PSMC4/PSMC5/PSMC6/PSMD1/PSMD10/PSMD11/PSMD12/PSMD14/PSMD2/PSMD3/PSMD4/PSMD5/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME3/PSMF1/SKP1/UBA3/UBC",39,"REACTOME","Associated with
bacterial contact
",0.0175913396481732,"","live-hypoxia specific","NF-kB signaling"
"48","168179","168179","TLR1:TLR2 Cascade","39/2217","74/6749",0.000306879035272801,0.00367515374772487,0.00300457343348893,"ATF1/ATF2/CD14/CHUK/CREB1/DUSP3/DUSP4/DUSP6/ELK1/IRAK4/JUN/LY96/MAP2K1/MAP2K3/MAP2K4/MAP2K6/MAP3K7/MAPK14/MAPK8/MAPK9/MAPKAPK3/MEF2A/MEF2C/NFKBIB/NOD1/PPP2R5D/RELA/RIPK2/RPS6KA3/TAB2/TIRAP/TLR1/TLR2/TLR4/TLR6/TRAF6/UBC/UBE2N/UBE2NL",39,"REACTOME","Associated with
bacterial contact
",0.0175913396481732,"",NA,"TLR signaling"
"49","168188","168188","TLR6:TLR2 Cascade","39/2217","74/6749",0.000306879035272801,0.00367515374772487,0.00300457343348893,"ATF1/ATF2/CD14/CHUK/CREB1/DUSP3/DUSP4/DUSP6/ELK1/IRAK4/JUN/LY96/MAP2K1/MAP2K3/MAP2K4/MAP2K6/MAP3K7/MAPK14/MAPK8/MAPK9/MAPKAPK3/MEF2A/MEF2C/NFKBIB/NOD1/PPP2R5D/RELA/RIPK2/RPS6KA3/TAB2/TIRAP/TLR1/TLR2/TLR4/TLR6/TRAF6/UBC/UBE2N/UBE2NL",39,"REACTOME","Associated with
bacterial contact
",0.0175913396481732,"",NA,"TLR signaling"
"50","181438","181438","TLR 2 Cascade","39/2217","74/6749",0.000306879035272801,0.00367515374772487,0.00300457343348893,"ATF1/ATF2/CD14/CHUK/CREB1/DUSP3/DUSP4/DUSP6/ELK1/IRAK4/JUN/LY96/MAP2K1/MAP2K3/MAP2K4/MAP2K6/MAP3K7/MAPK14/MAPK8/MAPK9/MAPKAPK3/MEF2A/MEF2C/NFKBIB/NOD1/PPP2R5D/RELA/RIPK2/RPS6KA3/TAB2/TIRAP/TLR1/TLR2/TLR4/TLR6/TRAF6/UBC/UBE2N/UBE2NL",39,"REACTOME","Associated with
bacterial contact
",0.0175913396481732,"",NA,"TLR signaling"
"51","611105","611105","Respiratory electron transport","39/2217","76/6749",0.000619818098963199,0.00731758973989812,0.00598239889780933,"COX5A/COX5B/COX6A1/COX6C/COX7A2L/COX7B/COX7C/CYCS/ETFA/ETFDH/NDUFA1/NDUFA10/NDUFA12/NDUFA4/NDUFA5/NDUFA6/NDUFA9/NDUFAB1/NDUFB1/NDUFB2/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB9/NDUFC1/NDUFC2/NDUFS1/NDUFS4/NDUFS7/NDUFV2/SDHB/SDHC/SDHD/UQCR10/UQCRB/UQCRC2/UQCRFS1/UQCRQ",39,"REACTOME","Associated with
bacterial contact
",0.0175913396481732,"",NA,"Mitochondria"
"52","937061","937061","TRIF-TLR3/TLR4 signaling","42/2217","77/6749",6.48560004685071e-05,0.000976770673722667,0.000798545970680821,"ATF1/ATF2/BIRC2/CASP8/CD14/CHUK/CREB1/DUSP3/DUSP4/DUSP6/ELK1/FADD/JUN/LY96/MAP2K1/MAP2K3/MAP2K4/MAP2K6/MAP3K7/MAPK14/MAPK8/MAPK9/MAPKAPK3/MEF2A/MEF2C/NFKBIB/NOD1/PPP2R5D/RELA/RIPK1/RIPK2/RPS6KA3/TAB2/TANK/TBK1/TLR3/TLR4/TRAF6/UBC/UBE2D1/UBE2D2/UBE2D3",42,"REACTOME","Associated with
bacterial contact
",0.0189445196211096,"","Nfkb-independent","TLR signaling"
"53","166166","166166","MyD88-independent TLR3/TLR4 cascade","42/2217","78/6749",9.63770886765217e-05,0.00138838878470236,0.00113505892384859,"ATF1/ATF2/BIRC2/CASP8/CD14/CHUK/CREB1/DUSP3/DUSP4/DUSP6/ELK1/FADD/JUN/LY96/MAP2K1/MAP2K3/MAP2K4/MAP2K6/MAP3K7/MAPK14/MAPK8/MAPK9/MAPKAPK3/MEF2A/MEF2C/NFKBIB/NOD1/PPP2R5D/RELA/RIPK1/RIPK2/RPS6KA3/TAB2/TANK/TBK1/TLR3/TLR4/TRAF6/UBC/UBE2D1/UBE2D2/UBE2D3",42,"REACTOME","Associated with
bacterial contact
",0.0189445196211096,"","Nfkb-independent","TLR signaling"
"54","168164","168164","TLR 3 Cascade","42/2217","78/6749",9.63770886765217e-05,0.00138838878470236,0.00113505892384859,"ATF1/ATF2/BIRC2/CASP8/CD14/CHUK/CREB1/DUSP3/DUSP4/DUSP6/ELK1/FADD/JUN/LY96/MAP2K1/MAP2K3/MAP2K4/MAP2K6/MAP3K7/MAPK14/MAPK8/MAPK9/MAPKAPK3/MEF2A/MEF2C/NFKBIB/NOD1/PPP2R5D/RELA/RIPK1/RIPK2/RPS6KA3/TAB2/TANK/TBK1/TLR3/TLR4/TRAF6/UBC/UBE2D1/UBE2D2/UBE2D3",42,"REACTOME","Associated with
bacterial contact
",0.0189445196211096,"","Nfkb-independent","TLR signaling"
"55","1169091","1169091","Activation of NF-kB in B cells","45/2217","66/6749",3.89122767712625e-09,1.28929343702117e-06,1.0540448304356e-06,"BCL10/CHUK/CUL1/FBXW11/MALT1/MAP3K7/NFKBIB/NFKBIE/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMB1/PSMB2/PSMB4/PSMB5/PSMB8/PSMB9/PSMC1/PSMC2/PSMC4/PSMC5/PSMC6/PSMD1/PSMD10/PSMD11/PSMD12/PSMD14/PSMD2/PSMD3/PSMD4/PSMD5/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME3/PSMF1/REL/RELA/SKP1/UBC",45,"REACTOME","Associated with
bacterial contact
",0.020297699594046,"","live-hypoxia specific","NF-kB signaling"
"56","1236975","1236975","Antigen processing-Cross presentation","46/2217","77/6749",1.01613044593341e-06,2.52508415814453e-05,2.0643492217384e-05,"B2M/CTSS/HLA-B/HLA-E/HLA-G/ITGAV/NCF1/NCF2/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMB1/PSMB2/PSMB4/PSMB5/PSMB8/PSMB9/PSMC1/PSMC2/PSMC4/PSMC5/PSMC6/PSMD1/PSMD10/PSMD11/PSMD12/PSMD14/PSMD2/PSMD3/PSMD4/PSMD5/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME3/PSMF1/SEC61A1/SEC61B/TAP1/TAP2/UBC",46,"REACTOME","Associated with
bacterial contact
",0.0207487595850248,"","live-hypoxia specific","Innate and adaptive
defense"
"57","166054","166054","Activated TLR4 signalling","49/2217","93/6749",5.48950917642952e-05,0.000839472634057068,0.000686299770721229,"ATF1/ATF2/BIRC2/CASP8/CD14/CHUK/CREB1/DUSP3/DUSP4/DUSP6/ELK1/FADD/IRAK4/JUN/LY96/MAP2K1/MAP2K3/MAP2K4/MAP2K6/MAP3K7/MAPK14/MAPK8/MAPK9/MAPKAPK3/MEF2A/MEF2C/NFKBIB/NOD1/PPP2R5D/RELA/RIPK1/RIPK2/RPS6KA3/TAB2/TANK/TBK1/TIRAP/TLR1/TLR2/TLR3/TLR4/TLR6/TRAF6/UBC/UBE2D1/UBE2D2/UBE2D3/UBE2N/UBE2NL",49,"REACTOME","Associated with
bacterial contact
",0.0221019395579612,"",NA,"TLR signaling"
"58","166016","166016","TLR 4 Cascade","49/2217","96/6749",0.000155551630859677,0.00214747668159054,0.00175564121379635,"ATF1/ATF2/BIRC2/CASP8/CD14/CHUK/CREB1/DUSP3/DUSP4/DUSP6/ELK1/FADD/IRAK4/JUN/LY96/MAP2K1/MAP2K3/MAP2K4/MAP2K6/MAP3K7/MAPK14/MAPK8/MAPK9/MAPKAPK3/MEF2A/MEF2C/NFKBIB/NOD1/PPP2R5D/RELA/RIPK1/RIPK2/RPS6KA3/TAB2/TANK/TBK1/TIRAP/TLR1/TLR2/TLR3/TLR4/TLR6/TRAF6/UBC/UBE2D1/UBE2D2/UBE2D3/UBE2N/UBE2NL",49,"REACTOME","Associated with
bacterial contact
",0.0221019395579612,"",NA,"TLR signaling"
"59","983169","983169","Class I MHC antigen processing & presentation","54/2217","93/6749",4.33598608212774e-07,1.30605156534393e-05,1.06774521703433e-05,"B2M/BCAP31/BLMH/CTSS/ERAP1/HLA-B/HLA-E/HLA-G/ITGAV/NCF1/NCF2/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMB1/PSMB2/PSMB4/PSMB5/PSMB8/PSMB9/PSMC1/PSMC2/PSMC4/PSMC5/PSMC6/PSMD1/PSMD10/PSMD11/PSMD12/PSMD14/PSMD2/PSMD3/PSMD4/PSMD5/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME3/PSMF1/SAR1B/SEC23A/SEC24B/SEC61A1/SEC61B/TAP1/TAP2/TPP2/UBC/UBE2A",54,"REACTOME","Associated with
bacterial contact
",0.0243572395128552,"","live-hypoxia specific","Innate and adaptive
defense"
"60","168898","168898","All TLR Cascades","55/2217","111/6749",0.000174872932759321,0.00231764926883687,0.00189476356617819,"ATF1/ATF2/BIRC2/CASP8/CD14/CHUK/CREB1/CTSK/CTSL/CTSS/DUSP3/DUSP4/DUSP6/ELK1/FADD/IRAK4/JUN/LY96/MAP2K1/MAP2K3/MAP2K4/MAP2K6/MAP3K7/MAPK14/MAPK8/MAPK9/MAPKAPK3/MEF2A/MEF2C/NFKBIB/NOD1/PIK3C3/PIK3R4/PPP2R5D/RELA/RIPK1/RIPK2/RPS6KA3/TAB2/TANK/TBK1/TIRAP/TLR1/TLR2/TLR3/TLR4/TLR5/TLR6/TRAF6/UBC/UBE2D1/UBE2D2/UBE2D3/UBE2N/UBE2NL",55,"REACTOME","Associated with
bacterial contact
",0.024808299503834,"",NA,"TLR signaling"
"61","GO:0002758","GO:0002758","innate immune response-activating signal transduction","143/5491","282/15752",2.6067334468447e-08,2.37734090352237e-05,2.24773594583188e-05,"ANKRD17/ATF1/ATF2/BCL10/BIRC2/CALM2/CASP8/CD14/CD86/CHUK/CLEC4A/CLEC4C/COLEC12/CREB1/CTSK/CTSL/CTSS/CUL1/CYLD/DDX58/DMBT1/DUSP3/DUSP4/DUSP6/ELK1/ERBIN/F2RL1/FADD/FBXW11/FCN1/FFAR2/GFI1/HSPA1A/HSPA1B/HSPD1/IFIH1/IL1B/IRAK4/ITCH/ITPR2/JUN/KLRC4-KLRK1/KLRK1/KRAS/LGR4/LTF/LY96/LYN/MALT1/MAP2K1/MAP2K3/MAP2K4/MAP2K6/MAP3K7/MAPK14/MAPK8/MAPK9/MAPKAPK3/MEF2A/MEF2C/NFATC2/NFKBIB/NOD1/NRAS/OTULIN/PAK1/PAK2/PAK3/PDPK1/PIK3AP1/PIK3C3/PIK3R4/PPP2R5D/PPP3CA/PPP3CB/PPP3R1/PRKACB/PRKCE/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMB1/PSMB2/PSMB4/PSMB5/PSMB8/PSMB9/PSMC1/PSMC2/PSMC4/PSMC5/PSMC6/PSMD1/PSMD10/PSMD11/PSMD12/PSMD14/PSMD2/PSMD3/PSMD4/PSMD5/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME3/PSMF1/PUM2/RAB7B/RELA/RIPK1/RIPK2/RPS6KA3/RSAD2/SKP1/TAB2/TANK/TBK1/TIRAP/TLR1/TLR2/TLR3/TLR4/TLR5/TLR6/TNIP2/TRAF6/TRIL/TRIM15/TSPAN6/UBA3/UBC/UBE2D1/UBE2D2/UBE2D3/UBE2N/UBQLN1/WDFY1/ZC3HAV1",143,"GO","Associated with
bacterial contact
",0.0260426151884903,"","live-hypoxia specific","Innate and adaptive
defense"
"62","GO:0002218","GO:0002218","activation of innate immune response","145/5491","288/15752",3.74999796331342e-08,2.93142697932157e-05,2.77161503604292e-05,"ANKRD17/ATF1/ATF2/BCL10/BIRC2/CALM2/CASP8/CD14/CD86/CHUK/CLEC4A/CLEC4C/COLEC12/CREB1/CTSK/CTSL/CTSS/CUL1/CYLD/DDX58/DMBT1/DUSP3/DUSP4/DUSP6/ELK1/ERBIN/F2RL1/FADD/FBXW11/FCN1/FFAR2/GFI1/HSPA1A/HSPA1B/HSPD1/IFI16/IFIH1/IL1B/IRAK4/ITCH/ITPR2/JUN/KLRC4-KLRK1/KLRK1/KRAS/LGR4/LTF/LY96/LYN/MALT1/MAP2K1/MAP2K3/MAP2K4/MAP2K6/MAP3K7/MAPK14/MAPK8/MAPK9/MAPKAPK3/MEF2A/MEF2C/NFATC2/NFKBIB/NLRC4/NOD1/NRAS/OTULIN/PAK1/PAK2/PAK3/PDPK1/PIK3AP1/PIK3C3/PIK3R4/PPP2R5D/PPP3CA/PPP3CB/PPP3R1/PRKACB/PRKCE/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMB1/PSMB2/PSMB4/PSMB5/PSMB8/PSMB9/PSMC1/PSMC2/PSMC4/PSMC5/PSMC6/PSMD1/PSMD10/PSMD11/PSMD12/PSMD14/PSMD2/PSMD3/PSMD4/PSMD5/PSMD6/PSMD7/PSMD8/PSMD9/PSME1/PSME3/PSMF1/PUM2/RAB7B/RELA/RIPK1/RIPK2/RPS6KA3/RSAD2/SKP1/TAB2/TANK/TBK1/TIRAP/TLR1/TLR2/TLR3/TLR4/TLR5/TLR6/TNIP2/TRAF6/TRIL/TRIM15/TSPAN6/UBA3/UBC/UBE2D1/UBE2D2/UBE2D3/UBE2N/UBQLN1/WDFY1/ZC3HAV1",145,"GO","Associated with
bacterial contact
",0.0264068475687489,"","live-hypoxia specific","Innate and adaptive
defense"
"63","GO:0016236","GO:0016236","macroautophagy","159/5491","352/15752",3.41005638393512e-05,0.00345552380238759,0.00326713979084622,"ACTL6A/ALKBH5/ALPK1/AMBRA1/ANXA5/ATG101/ATG12/ATG14/ATG16L1/ATG2B/ATG3/ATG4A/ATG5/ATG7/ATP1B1/BECN1/BOC/C8orf59/CALCB/CALCOCO2/CLN3/CRNKL1/CSNK2A2/CSPG5/CTSK/DNAAF2/DNM1L/DPF3/EIF2S1/EPG5/EPM2A/ERN1/FAM131B/FAM134B/FAM13B/FANCF/FBXW7/FEZ2/FGF14/FGF7/GABARAPL1/GABARAPL2/GDF5/HAX1/HIF1A/HIST1H3D/HIST1H3E/IFT20/IST1/ITPKC/KDR/KIAA1324/KIAA1549L/KRCC1/LAMTOR1/LAMTOR3/LAMTOR5/LARP1B/LGALS8/MAP1A/MAP1LC3B/MAP1LC3B2/MAP1LC3C/MAP2K1/MDH1/MEX3C/MFN1/MFN2/MRPS10/MSTN/MTSS1/MYOM1/NBR1/NDUFB9/NEFM/P2RX5/PAFAH1B2/PARK2/PARL/PDK4/PEX13/PEX3/PHYHIP/PI4K2A/PIK3C3/PIK3CA/PIK3R4/PINK1/PIP4K2A/PIP4K2C/PRKAA1/PRKAB1/PRKAG1/PRKG1/PSEN1/RAB12/RAB23/RAB33B/RAB3GAP1/RAB3GAP2/RAB7A/RALB/RB1CC1/RBM18/REEP2/RHEB/RRAGA/RRAGC/RRAGD/SCFD1/SCOC/SFRP4/SH3GLB1/SIRT1/SLC22A3/SLC35B3/SLC35C1/SNAP29/SNAPIN/SNRPB2/SNRPD1/SNRPF/SNX14/SPTLC1/SPTLC2/SQSTM1/STX12/STX17/TBC1D14/TBC1D25/TBK1/TIGAR/TMEM39A/TOMM22/TOMM5/TOMM7/TOMM70/TP53/TP53INP1/TP53INP2/TRAPPC8/TREM1/TRIM13/TSG101/TXLNA/U2AF1/UBC/UBQLN1/UBQLN2/UVRAG/VDAC1/VPS33A/WAC/WBP11/WDR75/YIPF1/ZCCHC17/ZNF189/ZNF593",159,"GO","Associated with
bacterial contact
",0.0289564742305591,"","Nfkb-independent","Metabolism"
