"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","DATABASE","gene_set"
"GO:0019471","GO:0019471","4-hydroxyproline metabolic process","5/701","12/15986",9.78701157865484e-05,9.78701157865484e-05,0.00632190255022216,"EGLN3/ERO1A/P4HA1/P4HB/PRODH",5,"GO","Gene Set I - baseline NFkB suppression"
"GO:0046364","GO:0046364","monosaccharide biosynthetic process","13/701","87/15986",0.000101494657820257,0.000101494657820257,0.00645359123574198,"ALDOA/ALDOC/ENO1/ENO2/GPI/MST1/PC/PCK1/PER2/PGAM1/PGK1/PGM1/SERPINA12",13,"GO","Gene Set I - baseline NFkB suppression"
"GO:0007589","GO:0007589","body fluid secretion","13/701","88/15986",0.000114395231530348,0.000114395231530348,0.00716197514326033,"AGR2/APLN/AQP1/HK2/KCNN4/NEURL1/NPPB/NPR3/NR1H3/OXTR/PRL/SCT/VEGFA",13,"GO","Gene Set I - baseline NFkB suppression"
"GO:0006875","GO:0006875","cellular metal ion homeostasis","39/701","473/15986",0.000118358141350215,0.000118358141350215,0.00729780820510258,"AGTR1/ATP2B4/BNIP3/CALB2/CALR/CIB2/CP/CXCL10/CXCL12/CXCR4/DMD/DRD2/EPHX2/ERO1A/F2/GIPR/GNA15/GPER1/GPR20/HSP90B1/JPH2/LCK/MCHR1/NEDD4L/NMUR2/OXTR/PTH1R/S1PR4/SCGN/SLC11A2/SLC24A3/SLC25A23/SLC39A4/SLC39A5/STC1/TESMIN/TFR2/TMPRSS3/TRPM4",39,"GO","Gene Set I - baseline NFkB suppression"
"GO:1900024","GO:1900024","regulation of substrate adhesion-dependent cell spreading","9/701","45/15986",0.000122043165271243,0.000122043165271243,0.0074127082001355,"APOA1/ARPC2/CALR/CORO1C/GBP1/KANK1/MYADM/S100A10/UNC13D",9,"GO","Gene Set I - baseline NFkB suppression"
"GO:0001525","GO:0001525","angiogenesis","35/701","410/15986",0.000134120766875356,0.000134120766875356,0.00802648428390287,"ACKR3/ACVRL1/ANG/ANGPTL6/ANPEP/ANXA3/AQP1/CXCL10/EFNA1/EGFL7/FGFR2/GPI/HAND1/HAND2/HIF3A/HSPB1/HSPB6/HYAL1/ITGA5/LAMA5/MMP19/MMRN2/NPPB/NR4A1/PGK1/PLXND1/RAMP2/RBPJ/RRAS/SPINK5/TCF21/TYMP/VEGFA/WASF2/WNT5A",35,"GO","Gene Set I - baseline NFkB suppression"
"GO:0032103","GO:0032103","positive regulation of response to external stimulus","25/701","254/15986",0.000139735748108796,0.000139735748108796,0.00813947159755996,"AGER/AGTR1/AIF1/CALR/CXCL10/CXCL12/CXCL14/F2/F7/FCER1G/GBP5/GPSM3/HSPB1/IL15/MAPK3/MIF/OPTN/PLA2G2A/PTGER3/SERPINF2/TMSB4X/TNFSF18/TNIP1/VEGFA/WNT5A",25,"GO","Gene Set I - baseline NFkB suppression"
"GO:0060191","GO:0060191","regulation of lipase activity","12/701","78/15986",0.000140009017392069,0.000140009017392069,0.00813947159755996,"AGTR1/ANG/APOA1/APOC1/APOC2/FGFR2/GNA15/KIT/NMUR2/NR1H3/PLCB2/S1PR4",12,"GO","Gene Set I - baseline NFkB suppression"
"GO:0018126","GO:0018126","protein hydroxylation","6/701","20/15986",0.000159052092233985,0.000159052092233985,0.00911631413753278,"EGLN3/P3H2/P4HA1/P4HB/PLOD1/PLOD2",6,"GO","Gene Set I - baseline NFkB suppression"
"GO:0048662","GO:0048662","negative regulation of smooth muscle cell proliferation","8/701","37/15986",0.000163703874385308,0.000163703874385308,0.00925261956686552,"AIF1/ANG/CNN1/GPER1/IGFBP3/IL15/NPR3/TPM1",8,"GO","Gene Set I - baseline NFkB suppression"
"GO:0044262","GO:0044262","cellular carbohydrate metabolic process","24/701","243/15986",0.000179053714767349,0.000179053714767349,0.009981566853505,"CBFA2T3/GPER1/GYG2/HAS3/HK2/IDH2/IGFBP3/MIDN/MOGAT2/MOGAT3/MST1/PCK1/PDK1/PER2/PFKFB4/PGAM1/PGM1/PHKA2/PPP1R3B/PPP1R3G/PTH1R/PYGL/SERPINA12/SLC2A1",24,"GO","Gene Set I - baseline NFkB suppression"
"GO:0060326","GO:0060326","cell chemotaxis","24/701","244/15986",0.000190576870894182,0.000190576870894182,0.0103541719329312,"AGTR1/AIF1/BST1/CALR/CSF3R/CXCL10/CXCL12/CXCL14/CXCR4/F7/FCER1G/GPR183/GPSM3/HSPB1/JAML/KIT/MAPK3/NR4A1/PLEKHG5/TMSB4X/TNFSF18/TRPM4/VEGFA/WNT5A",24,"GO","Gene Set I - baseline NFkB suppression"
"GO:0048645","GO:0048645","animal organ formation","10/701","58/15986",0.000190826370983277,0.000190826370983277,0.0103541719329312,"FGFR2/FOXH1/GDNF/HAND2/MAPK3/NKX3-2/NTF4/RBPJ/WNT2/WNT5A",10,"GO","Gene Set I - baseline NFkB suppression"
"GO:0006898","GO:0006898","receptor-mediated endocytosis","27/701","291/15986",0.000204893310635444,0.000204893310635444,0.0109711570487067,"ACKR3/AMBP/APOA1/APOC1/APOC2/ASGR1/ASGR2/CALCR/CALR/CES3/COLEC11/DRD2/FCER1G/FCHO1/HHIPL1/HSP90B1/ITSN1/LOXL3/NPC1/RAMP2/SSC4D/SUSD2/SYT8/TFR2/TMPRSS13/TMPRSS3/VEGFA",27,"GO","Gene Set I - baseline NFkB suppression"
"GO:0060485","GO:0060485","mesenchyme development","23/701","232/15986",0.000229390269610673,0.000229390269610673,0.0119944461669854,"ACTA2/ACTG2/ACVRL1/CORO1C/CRELD1/EFNA1/EFNB1/FGFR2/FOXH1/FRZB/GDNF/HAND1/HAND2/HMGA2/HPN/LAMA5/LOXL3/MAPK3/RBPJ/TCF21/WNT2/WNT5A/ZFP36L1",23,"GO","Gene Set I - baseline NFkB suppression"
"GO:0034975","GO:0034975","protein folding in endoplasmic reticulum","5/701","14/15986",0.000229898722445324,0.000229898722445324,0.0119944461669854,"CALR/ERO1A/HSP90B1/HSPA5/PDIA3",5,"GO","Gene Set I - baseline NFkB suppression"
"GO:0048514","GO:0048514","blood vessel morphogenesis","39/701","490/15986",0.000245116238979972,0.000245116238979972,0.0126265073936918,"ACKR3/ACVRL1/ANG/ANGPTL6/ANPEP/ANXA3/AQP1/CXCL10/EFNA1/EGFL7/FGFR2/FOXH1/GPI/HAND1/HAND2/HIF3A/HSPB1/HSPB6/HYAL1/ITGA5/LAMA5/MMP19/MMRN2/MYLK/NPPB/NR4A1/PGK1/PLXND1/RAMP2/RBPJ/RRAS/SERPINF2/SPINK5/TCF21/TYMP/VEGFA/WASF2/WNT5A/ZFP36L1",39,"GO","Gene Set I - baseline NFkB suppression"
"GO:0006694","GO:0006694","steroid biosynthetic process","18/701","161/15986",0.000250668055387549,0.000250668055387549,0.0127510881858982,"ACAT2/APOA1/CYB5R3/CYP51A1/DHCR7/FDPS/HMGCR/HMGCS1/HSD17B14/HSD17B7/HSD17B8/IDI1/INSIG1/INSIG2/MSMO1/NSDHL/SQLE/STARD4",18,"GO","Gene Set I - baseline NFkB suppression"
"GO:0016051","GO:0016051","carbohydrate biosynthetic process","20/701","191/15986",0.000281725130810869,0.000281725130810869,0.0140806367794501,"ALDOA/ALDOC/ENO1/ENO2/GPER1/GPI/GYG2/HAS3/MST1/PC/PCK1/PER2/PGAM1/PGK1/PGM1/PPP1R3B/PPP1R3G/PTH1R/SERPINA12/SLC2A1",20,"GO","Gene Set I - baseline NFkB suppression"
"GO:0010518","GO:0010518","positive regulation of phospholipase activity","9/701","50/15986",0.000283725195323115,0.000283725195323115,0.0140806367794501,"AGTR1/ANG/APOC2/FGFR2/GNA15/KIT/NMUR2/PLCB2/S1PR4",9,"GO","Gene Set I - baseline NFkB suppression"
"GO:0015850","GO:0015850","organic hydroxy compound transport","21/701","207/15986",0.000309662488868729,0.000309662488868729,0.0151826909570895,"AGTR1/APOA1/APOC1/APOC2/APOM/AQP1/AQP10/CXCL12/DRD2/FABP6/FCER1G/GDNF/LIPC/NPC1/NR1H3/OXTR/SLC16A3/SNCG/SREBF2/STARD4/SYT7",21,"GO","Gene Set I - baseline NFkB suppression"
"GO:0031638","GO:0031638","zymogen activation","8/701","41/15986",0.000347026818049858,0.000347026818049858,0.0168121012353477,"CIDEB/CLEC3B/ENO1/GGT1/HPN/PGK1/PLAT/SERPINF2",8,"GO","Gene Set I - baseline NFkB suppression"
"GO:0031639","GO:0031639","plasminogen activation","6/701","23/15986",0.000370128564608486,0.000370128564608486,0.0177203347464571,"CLEC3B/ENO1/HPN/PGK1/PLAT/SERPINF2",6,"GO","Gene Set I - baseline NFkB suppression"
"GO:0051235","GO:0051235","maintenance of location","26/701","288/15986",0.000408035006717661,0.000408035006717661,0.0193079967683045,"ALKBH7/ANK3/APOA1/CALR/CXCL10/DMD/DRD2/ERO1A/F2/GPER1/HILPDA/HK2/HSP90B1/HSPA5/JPH2/KDELR1/LCK/MXI1/NR1H3/PDIA3/SLC25A23/SPAG4/SREBF2/STARD4/TMSB4X/TRIP6",26,"GO","Gene Set I - baseline NFkB suppression"
"GO:0072503","GO:0072503","cellular divalent inorganic cation homeostasis","33/701","404/15986",0.000458137171586814,0.000458137171586814,0.0214296225693239,"AGTR1/ATP2B4/BNIP3/CALB2/CALR/CIB2/CXCL10/CXCL12/CXCR4/DMD/DRD2/EPHX2/ERO1A/F2/GIPR/GNA15/GPER1/GPR20/HSP90B1/JPH2/LCK/MCHR1/NMUR2/OXTR/PTH1R/S1PR4/SCGN/SLC24A3/SLC25A23/SLC39A4/SLC39A5/STC1/TRPM4",33,"GO","Gene Set I - baseline NFkB suppression"
"GO:0034341","GO:0034341","response to interferon-gamma","17/701","156/15986",0.000497608185644461,0.000497608185644461,0.0229922843083168,"AIF1/BST2/DAPK1/GBP1/GBP2/GBP5/HLA-DRB1/HLA-DRB3/HLA-DRB5/IFITM1/IFITM2/IFITM3/IFNGR2/IRF7/IRF9/NR1H3/WNT5A",17,"GO","Gene Set I - baseline NFkB suppression"
"GO:0071456","GO:0071456","cellular response to hypoxia","19/701","185/15986",0.000505270121829016,0.000505270121829016,0.0229922843083168,"AQP1/BNIP3/BNIP3L/CA9/EGLN3/ENO1/ERO1A/FAM162A/HIF3A/NDRG1/NPEPPS/P4HB/PCK1/PDK1/PGK1/RBPJ/STC1/VEGFA/ZFP36L1",19,"GO","Gene Set I - baseline NFkB suppression"
"GO:0002367","GO:0002367","cytokine production involved in immune response","11/701","77/15986",0.000508494647791278,0.000508494647791278,0.0229922843083168,"APOA1/BST2/FCER1G/KDELR1/KIT/MAPK3/MIF/SPON2/TNFRSF14/TRPM4/WNT5A",11,"GO","Gene Set I - baseline NFkB suppression"
"GO:0072507","GO:0072507","divalent inorganic cation homeostasis","34/701","424/15986",0.0005267220951983,0.0005267220951983,0.0235547440143045,"AGTR1/ANK3/ATP2B4/BNIP3/CALB2/CALR/CIB2/CXCL10/CXCL12/CXCR4/DMD/DRD2/EPHX2/ERO1A/F2/GIPR/GNA15/GPER1/GPR20/HSP90B1/JPH2/LCK/MCHR1/NMUR2/OXTR/PTH1R/S1PR4/SCGN/SLC24A3/SLC25A23/SLC39A4/SLC39A5/STC1/TRPM4",34,"GO","Gene Set I - baseline NFkB suppression"
"GO:0007599","GO:0007599","hemostasis","29/701","342/15986",0.00054815196235594,0.00054815196235594,0.0242466302799549,"ACTB/ACTG1/AXL/CAPZB/CLIC1/DOCK6/EHD2/ENTPD2/F10/F2/F7/FCER1G/GNA15/GNAS/GPI/HBD/HBG2/HSPB1/LCK/MAFF/MAPK3/MYL9/NFE2/PLAT/PRKCG/SERPINF2/TFPI/TYRO3/ZNF385A",29,"GO","Gene Set I - baseline NFkB suppression"
"GO:0046460","GO:0046460","neutral lipid biosynthetic process","8/701","44/15986",0.000573265832423703,0.000573265832423703,0.0247319779648909,"ANG/LPCAT4/LPIN3/MOGAT2/MOGAT3/NR1H3/PCK1/PNPLA3",8,"GO","Gene Set I - baseline NFkB suppression"
"GO:0046463","GO:0046463","acylglycerol biosynthetic process","8/701","44/15986",0.000573265832423703,0.000573265832423703,0.0247319779648909,"ANG/LPCAT4/LPIN3/MOGAT2/MOGAT3/NR1H3/PCK1/PNPLA3",8,"GO","Gene Set I - baseline NFkB suppression"
"GO:0030595","GO:0030595","leukocyte chemotaxis","19/701","187/15986",0.000577356702361978,0.000577356702361978,0.0247319779648909,"AIF1/BST1/CALR/CSF3R/CXCL10/CXCL12/CXCL14/CXCR4/F7/FCER1G/GPR183/GPSM3/JAML/KIT/MAPK3/TNFSF18/TRPM4/VEGFA/WNT5A",19,"GO","Gene Set I - baseline NFkB suppression"
"GO:2000403","GO:2000403","positive regulation of lymphocyte migration","6/701","25/15986",0.00060249247014519,0.00060249247014519,0.02530628464086,"AIF1/CXCL10/CXCL12/CXCL14/TNFRSF14/WNT5A",6,"GO","Gene Set I - baseline NFkB suppression"
"GO:0045785","GO:0045785","positive regulation of cell adhesion","31/701","377/15986",0.000603200757800116,0.000603200757800116,0.02530628464086,"AGER/AGR2/AIF1/ANK3/APOA1/ARPC2/CALR/CD1D/CXCL12/EFNB1/HHLA2/HLA-DRB1/HLA-DRB3/HLA-DRB5/HYAL1/IGFBP2/IL15/ITGA5/LCK/MAP3K8/MYADM/S100A10/SERPINF2/SMOC2/SPOCK2/TNFRSF14/TNFSF18/TPM1/UNC13D/VEGFA/WNT5A",31,"GO","Gene Set I - baseline NFkB suppression"
"GO:0006525","GO:0006525","arginine metabolic process","5/701","17/15986",0.00063676363569199,0.00063676363569199,0.0264417638623548,"ARG2/ASL/ASS1/ATP2B4/DDAH2",5,"GO","Gene Set I - baseline NFkB suppression"
"GO:0002448","GO:0002448","mast cell mediated immunity","8/701","45/15986",0.000670827490186395,0.000670827490186395,0.0274510888495885,"CD300A/FCER1G/KIT/PLA2G3/SERPINB9/SPON2/STYK1/UNC13D",8,"GO","Gene Set I - baseline NFkB suppression"
"GO:0016053","GO:0016053","organic acid biosynthetic process","26/701","298/15986",0.000683443538614526,0.000683443538614526,0.0274510888495885,"ACSM3/ACSS2/ALOX15B/APOA1/APOC1/APOC2/ASL/ASPG/ASS1/ATP2B4/CARNS1/FADS6/GGT1/GGT5/GPT/HACD4/HSD17B8/INSIG1/INSIG2/LIPC/MIF/NR1H3/PER2/PLOD1/PLOD2/STARD4",26,"GO","Gene Set I - baseline NFkB suppression"
"GO:0046394","GO:0046394","carboxylic acid biosynthetic process","26/701","298/15986",0.000683443538614526,0.000683443538614526,0.0274510888495885,"ACSM3/ACSS2/ALOX15B/APOA1/APOC1/APOC2/ASL/ASPG/ASS1/ATP2B4/CARNS1/FADS6/GGT1/GGT5/GPT/HACD4/HSD17B8/INSIG1/INSIG2/LIPC/MIF/NR1H3/PER2/PLOD1/PLOD2/STARD4",26,"GO","Gene Set I - baseline NFkB suppression"
"GO:0006874","GO:0006874","cellular calcium ion homeostasis","31/701","380/15986",0.000688284934974604,0.000688284934974604,0.0274510888495885,"AGTR1/ATP2B4/BNIP3/CALB2/CALR/CIB2/CXCL10/CXCL12/CXCR4/DMD/DRD2/EPHX2/ERO1A/F2/GIPR/GNA15/GPER1/GPR20/HSP90B1/JPH2/LCK/MCHR1/NMUR2/OXTR/PTH1R/S1PR4/SCGN/SLC24A3/SLC25A23/STC1/TRPM4",31,"GO","Gene Set I - baseline NFkB suppression"
"GO:0071827","GO:0071827","plasma lipoprotein particle organization","7/701","35/15986",0.000694797993774504,0.000694797993774504,0.0274510888495885,"AGTR1/APOA1/APOC1/APOC2/APOM/LIPC/PLA2G2A",7,"GO","Gene Set I - baseline NFkB suppression"
"GO:0042632","GO:0042632","cholesterol homeostasis","10/701","68/15986",0.000717212608218056,0.000717212608218056,0.0277969317631178,"ACSM3/APOA1/APOC2/APOM/EPHX2/FABP3/LIPC/NPC1/NR1H3/SREBF2",10,"GO","Gene Set I - baseline NFkB suppression"
"GO:0055092","GO:0055092","sterol homeostasis","10/701","68/15986",0.000717212608218056,0.000717212608218056,0.0277969317631178,"ACSM3/APOA1/APOC2/APOM/EPHX2/FABP3/LIPC/NPC1/NR1H3/SREBF2",10,"GO","Gene Set I - baseline NFkB suppression"
"GO:0090130","GO:0090130","tissue migration","22/701","237/15986",0.000765224295455331,0.000765224295455331,0.0293779257818303,"ACTA2/ACTG2/ACVRL1/ANXA3/APOA1/CALR/CORO1C/EFNA1/FGF7/HDAC6/HSPB1/HYAL1/KIT/MMRN2/NR4A1/PLEKHG5/PLXND1/PTP4A3/STC1/TMSB4X/VEGFA/WNT5A",22,"GO","Gene Set I - baseline NFkB suppression"
"GO:0045069","GO:0045069","regulation of viral genome replication","11/701","81/15986",0.000787575858875744,0.000787575858875744,0.0299534507664892,"APOBEC3C/APOBEC3D/BST2/HMGA2/IFITM1/IFITM2/IFITM3/ISG20/PARP10/STOM/TNIP1",11,"GO","Gene Set I - baseline NFkB suppression"
"GO:0036294","GO:0036294","cellular response to decreased oxygen levels","19/701","192/15986",0.000797584079263371,0.000797584079263371,0.0300532168658108,"AQP1/BNIP3/BNIP3L/CA9/EGLN3/ENO1/ERO1A/FAM162A/HIF3A/NDRG1/NPEPPS/P4HB/PCK1/PDK1/PGK1/RBPJ/STC1/VEGFA/ZFP36L1",19,"GO","Gene Set I - baseline NFkB suppression"
"GO:0010951","GO:0010951","negative regulation of endopeptidase activity","21/701","223/15986",0.000830513458414454,0.000830513458414454,0.03100690516881,"AMBP/AQP1/BIRC7/BST2/CARD16/CPAMD8/CST8/DPEP1/GPI/ITIH3/SERPINA12/SERPINB1/SERPINB6/SERPINB9/SERPINF2/SERPINH1/SPINK5/SPOCK2/TFPI/VEGFA/WFDC1",21,"GO","Gene Set I - baseline NFkB suppression"
"GO:0044057","GO:0044057","regulation of system process","37/701","487/15986",0.000838776281721715,0.000838776281721715,0.0310307091400589,"AGTR1/AIF1/APLN/APOA1/AQP1/ATP2B4/CACNA2D2/CELF2/CHRM2/CNN1/CTNNA3/DES/DMD/DRD2/ENO1/GNAS/GPER1/GRIN2D/HAND2/HSPB6/INHA/KCNH2/MYL9/NMUR2/NPPB/NR1H3/OXTR/PDE9A/PER2/PTGER3/SCT/STC1/TNNC1/TNNT1/TPM1/TRPM4/TYMP",37,"GO","Gene Set I - baseline NFkB suppression"
"GO:0035455","GO:0035455","response to interferon-alpha","5/701","18/15986",0.00085008476002468,0.00085008476002468,0.0311657437862059,"AXL/BST2/IFITM1/IFITM2/IFITM3",5,"GO","Gene Set I - baseline NFkB suppression"
"GO:0045861","GO:0045861","negative regulation of proteolysis","26/701","304/15986",0.000917188218716787,0.000917188218716787,0.0333256546387133,"AMBP/AQP1/BIRC7/BST2/CARD16/CPAMD8/CST8/DPEP1/F2/GPI/HDAC6/ITIH3/PLAT/PRKCG/RPS7/SERPINA12/SERPINB1/SERPINB6/SERPINB9/SERPINF2/SERPINH1/SPINK5/SPOCK2/TFPI/VEGFA/WFDC1",26,"GO","Gene Set I - baseline NFkB suppression"
"GO:0010872","GO:0010872","regulation of cholesterol esterification","4/701","11/15986",0.000944914570161467,0.000944914570161467,0.0337307454131508,"AGTR1/APOA1/APOC1/STARD4",4,"GO","Gene Set I - baseline NFkB suppression"
"GO:0061081","GO:0061081","positive regulation of myeloid leukocyte cytokine production involved in immune response","4/701","11/15986",0.000944914570161467,0.000944914570161467,0.0337307454131508,"FCER1G/MIF/SPON2/WNT5A",4,"GO","Gene Set I - baseline NFkB suppression"
"GO:0007015","GO:0007015","actin filament organization","28/701","338/15986",0.000972027586639517,0.000972027586639517,0.0343968755144016,"AIF1/ALDOA/ANG/APOA1/ARAP1/ARPC2/BAIAP2L2/CAPG/CAPZB/CDC42EP5/CXCL12/ESPN/FRY/HSP90B1/KANK1/LMOD1/MARCKS/MYADM/OBSL1/S100A10/SERPINF2/SORBS3/SPIRE2/TMSB4X/TPM1/TPM2/WASF2/WASH3P",28,"GO","Gene Set I - baseline NFkB suppression"
"GO:0044058","GO:0044058","regulation of digestive system process","7/701","37/15986",0.000985854845237318,0.000985854845237318,0.0345854340443509,"APOA1/AQP1/NR1H3/OXTR/PTGER3/SCT/TYMP",7,"GO","Gene Set I - baseline NFkB suppression"
"GO:0002283","GO:0002283","neutrophil activation involved in immune response","36/701","475/15986",0.00102439174524367,0.00102439174524367,0.0353282648270474,"ALDH3B1/ALDOA/ALDOC/ANPEP/ANXA3/APAF1/BST1/BST2/CD300A/CD68/CD93/CDA/CNN2/COTL1/CTSC/CYB5R3/EEF1A1/FCER1G/FCGR2A/GPI/MIF/PFKL/PGAM1/PGM1/PLAC8/PRDX6/PYGL/QSOX1/S100A11/SERPINB1/SERPINB6/SLC2A3/STOM/TMC6/TNFRSF1B/UNC13D",36,"GO","Gene Set I - baseline NFkB suppression"
"GO:0043312","GO:0043312","neutrophil degranulation","36/701","475/15986",0.00102439174524367,0.00102439174524367,0.0353282648270474,"ALDH3B1/ALDOA/ALDOC/ANPEP/ANXA3/APAF1/BST1/BST2/CD300A/CD68/CD93/CDA/CNN2/COTL1/CTSC/CYB5R3/EEF1A1/FCER1G/FCGR2A/GPI/MIF/PFKL/PGAM1/PGM1/PLAC8/PRDX6/PYGL/QSOX1/S100A11/SERPINB1/SERPINB6/SLC2A3/STOM/TMC6/TNFRSF1B/UNC13D",36,"GO","Gene Set I - baseline NFkB suppression"
"GO:0006633","GO:0006633","fatty acid biosynthetic process","14/701","124/15986",0.00107337792131078,0.00107337792131078,0.0367065815461076,"ACSM3/ACSS2/ALOX15B/APOA1/APOC1/APOC2/FADS6/HACD4/HSD17B8/INSIG1/INSIG2/LIPC/MIF/NR1H3",14,"GO","Gene Set I - baseline NFkB suppression"
"GO:0010517","GO:0010517","regulation of phospholipase activity","9/701","60/15986",0.00113355436453085,0.00113355436453085,0.0383147295610913,"AGTR1/ANG/APOC2/FGFR2/GNA15/KIT/NMUR2/PLCB2/S1PR4",9,"GO","Gene Set I - baseline NFkB suppression"
"GO:0032970","GO:0032970","regulation of actin filament-based process","27/701","325/15986",0.00113923387559427,0.00113923387559427,0.0383147295610913,"APOA1/ARAP1/ARHGEF19/ARPC2/BAIAP2L2/BST1/BST2/CAPG/CAPZB/CDC42EP5/CNN2/CTNNA3/CXCL12/KANK1/LMOD1/MYADM/S100A10/SERPINF2/SORBS3/SPIRE2/STC1/TMSB4X/TNNC1/TPM1/TRPM4/WASF2/WASH3P",27,"GO","Gene Set I - baseline NFkB suppression"
"GO:0071825","GO:0071825","protein-lipid complex subunit organization","7/701","38/15986",0.00116342365109314,0.00116342365109314,0.0388075568173088,"AGTR1/APOA1/APOC1/APOC2/APOM/LIPC/PLA2G2A",7,"GO","Gene Set I - baseline NFkB suppression"
"GO:0055074","GO:0055074","calcium ion homeostasis","31/701","393/15986",0.00119091728740458,0.00119091728740458,0.0393849848318068,"AGTR1/ATP2B4/BNIP3/CALB2/CALR/CIB2/CXCL10/CXCL12/CXCR4/DMD/DRD2/EPHX2/ERO1A/F2/GIPR/GNA15/GPER1/GPR20/HSP90B1/JPH2/LCK/MCHR1/NMUR2/OXTR/PTH1R/S1PR4/SCGN/SLC24A3/SLC25A23/STC1/TRPM4",31,"GO","Gene Set I - baseline NFkB suppression"
"GO:0030336","GO:0030336","negative regulation of cell migration","20/701","214/15986",0.00120009084665981,0.00120009084665981,0.0393849848318068,"ACVRL1/AIF1/ALOX15B/ARHGAP4/BST2/CALR/CD300A/CORO1C/CXCL12/DPEP1/DRD2/IDH2/IFITM1/IGFBP3/KANK1/MMRN2/RRAS/STC1/TPM1/ZMYND8",20,"GO","Gene Set I - baseline NFkB suppression"
"GO:1901565","GO:1901565","organonitrogen compound catabolic process","29/701","360/15986",0.00122902464831886,0.00122902464831886,0.0397816174473932,"AFMID/AMBP/ANPEP/APOBEC3C/APOC1/ASPG/ATP2B4/AUH/BLVRB/CARNS1/CDA/CYP3A5/DDAH2/GGT1/GGT5/GPT/HMGCL/HYAL1/LIPC/MAOA/NPEPPS/PDE1A/PDE9A/PHYKPL/PRODH/QPRT/SMPD3/TYMP/XPNPEP1",29,"GO","Gene Set I - baseline NFkB suppression"
"GO:0042119","GO:0042119","neutrophil activation","36/701","480/15986",0.00123172778283832,0.00123172778283832,0.0397816174473932,"ALDH3B1/ALDOA/ALDOC/ANPEP/ANXA3/APAF1/BST1/BST2/CD300A/CD68/CD93/CDA/CNN2/COTL1/CTSC/CYB5R3/EEF1A1/FCER1G/FCGR2A/GPI/MIF/PFKL/PGAM1/PGM1/PLAC8/PRDX6/PYGL/QSOX1/S100A11/SERPINB1/SERPINB6/SLC2A3/STOM/TMC6/TNFRSF1B/UNC13D",36,"GO","Gene Set I - baseline NFkB suppression"
"GO:0002690","GO:0002690","positive regulation of leukocyte chemotaxis","11/701","86/15986",0.00130429224317444,0.00130429224317444,0.0417935666151047,"AIF1/CALR/CXCL10/CXCL12/CXCL14/F7/GPSM3/MAPK3/TNFSF18/VEGFA/WNT5A",11,"GO","Gene Set I - baseline NFkB suppression"
"GO:0050921","GO:0050921","positive regulation of chemotaxis","14/701","127/15986",0.00135516208530195,0.00135516208530195,0.0426389255224651,"AGER/AIF1/CALR/CXCL10/CXCL12/CXCL14/F7/GPSM3/HSPB1/MAPK3/TMSB4X/TNFSF18/VEGFA/WNT5A",14,"GO","Gene Set I - baseline NFkB suppression"
"GO:0010755","GO:0010755","regulation of plasminogen activation","4/701","12/15986",0.00136843679734893,0.00136843679734893,0.0426389255224651,"CLEC3B/ENO1/HPN/SERPINF2",4,"GO","Gene Set I - baseline NFkB suppression"
"GO:0071453","GO:0071453","cellular response to oxygen levels","19/701","201/15986",0.00137788855393973,0.00137788855393973,0.0426389255224651,"AQP1/BNIP3/BNIP3L/CA9/EGLN3/ENO1/ERO1A/FAM162A/HIF3A/NDRG1/NPEPPS/P4HB/PCK1/PDK1/PGK1/RBPJ/STC1/VEGFA/ZFP36L1",19,"GO","Gene Set I - baseline NFkB suppression"
"GO:0090280","GO:0090280","positive regulation of calcium ion import","8/701","50/15986",0.00137817939098881,0.00137817939098881,0.0426389255224651,"CXCL10/CXCL12/F2/GPER1/JPH2/STC1/TRPV2/TRPV3",8,"GO","Gene Set I - baseline NFkB suppression"
"GO:0044282","GO:0044282","small molecule catabolic process","28/701","346/15986",0.00138306292305151,0.00138306292305151,0.0426389255224651,"ACAT2/ACSM3/AFMID/ALDH3B1/ALDOA/ALDOC/ASPG/ATP2B4/AUH/CARNS1/DDAH2/ENO1/ENO2/GALE/GPI/GPT/HK2/HMGCL/LPIN3/PFKFB4/PFKL/PFKP/PGAM1/PGK1/PGM1/PHYKPL/PRODH/QPRT",28,"GO","Gene Set I - baseline NFkB suppression"
"GO:2000406","GO:2000406","positive regulation of T cell migration","5/701","20/15986",0.00143018279855439,0.00143018279855439,0.0433836663200381,"AIF1/CXCL10/CXCL12/TNFRSF14/WNT5A",5,"GO","Gene Set I - baseline NFkB suppression"
"GO:0040017","GO:0040017","positive regulation of locomotion","33/701","432/15986",0.00143519714746663,0.00143519714746663,0.0433836663200381,"ACKR3/AGER/AIF1/ANXA3/CALR/CXCL10/CXCL12/CXCL14/F10/F7/FGF7/GPER1/GPSM3/GRB7/HDAC6/HSPA5/HSPB1/HYAL1/ITGA5/KIT/MAPK3/MYADM/MYLK/PC/PLVAP/SPOCK2/TMSB4X/TNFRSF14/TNFSF18/TRIP6/VEGFA/VPS37B/WNT5A",33,"GO","Gene Set I - baseline NFkB suppression"
"GO:0002718","GO:0002718","regulation of cytokine production involved in immune response","9/701","62/15986",0.00143920207075657,0.00143920207075657,0.0433836663200381,"APOA1/BST2/FCER1G/MAPK3/MIF/SPON2/TNFRSF14/TRPM4/WNT5A",9,"GO","Gene Set I - baseline NFkB suppression"
