"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","DATABASE"
"GO:0090305","GO:0090305","nucleic acid phosphodiester bond hydrolysis","52/1700","271/15986",1.72274559309097e-05,1.72274559309097e-05,0.00337222916306522,"APEX2/APTX/BMS1/CASP3/CLP1/CNOT7/CPSF2/CSTF2T/DCLRE1A/DCLRE1B/DDX1/DFFA/DNA2/EDC3/ELAC1/ENPP1/EXD2/EXO1/EXOG/FCF1/G3BP1/GTF2H1/GTF2H3/HARBI1/ISG20L2/KIAA0391/LACTB2/MRE11/PARN/PDE12/POLD3/POLR3K/POP4/POP5/PPP1R8/RAD1/RBBP8/REXO2/REXO4/RFC5/RNASEH1/RPA1/RPA2/RPP40/TATDN2/TSN/TSR1/USB1/UTP20/UTP23/XRN2/ZC3H12C",52,"GO"
"GO:0006354","GO:0006354","DNA-templated transcription, elongation","30/1700","127/15986",1.97323368463467e-05,1.97323368463467e-05,0.00371399327929821,"CCAR2/CD3EAP/CDC73/CDK7/CTDP1/CTR9/EAPP/ELP4/ERCC6/GTF2A1/GTF2A2/GTF2B/GTF2H1/GTF2H3/IWS1/LEO1/PCID2/POLR1A/POLR1B/POLR2B/POLR2D/POLR2K/RTF1/SUPT6H/TAF12/TAF13/TAF1B/TSFM/TWISTNB/ZNF326",30,"GO"
"GO:0006458","GO:0006458","'de novo' protein folding","13/1700","34/15986",2.29587616729805e-05,2.29587616729805e-05,0.00402230707718085,"BBS12/CCT3/DNAJB1/DNAJB12/DNAJB14/FYCO1/HSPA8/MKKS/SELENOF/TCP1/TOR1A/TOR1B/UGGT1",13,"GO"
"GO:0006400","GO:0006400","tRNA modification","19/1700","64/15986",2.30142758126502e-05,2.30142758126502e-05,0.00402230707718085,"AARS2/ALKBH1/ALKBH8/LCMT2/METTL1/METTL2A/METTL2B/MOCS3/MTFMT/MTO1/OSGEPL1/QTRT2/THUMPD1/TRMO/TRMT1L/TRMT5/TRUB1/TYW5/YRDC",19,"GO"
"GO:0000045","GO:0000045","autophagosome assembly","20/1700","70/15986",2.63598814410499e-05,2.63598814410499e-05,0.00444817019308315,"AMBRA1/ATG16L1/ATG2B/ATG3/ATG4A/ATG4C/BECN1/MFN2/PIK3C3/PINK1/PIP4K2A/PSEN1/RAB7A/SH3GLB1/SMCR8/STX12/STX17/TBC1D14/UBQLN2/WIPI2",20,"GO"
"GO:0006457","GO:0006457","protein folding","45/1700","228/15986",3.02883197601998e-05,3.02883197601998e-05,0.00488542878658614,"AMFR/ATF6/BAG2/BAG4/BAG5/BBS12/CCT3/CDC37L1/CLGN/DERL1/DFFA/DNAJA1/DNAJA2/DNAJB1/DNAJB12/DNAJB14/DNAJB6/DNAJC10/EMC3/EMC4/FYCO1/GNAI1/GNB5/HSP90AA1/HSPA8/LMAN2L/MKKS/MPDU1/NUDCD3/PDCL/PDRG1/PPIC/PPWD1/RANBP2/SELENOF/TBCC/TCP1/TMX1/TMX3/TMX4/TOR1A/TOR1B/TXNDC5/UGGT1/WFS1",45,"GO"
"GO:0007040","GO:0007040","lysosome organization","17/1700","55/15986",3.45088109711001e-05,3.45088109711001e-05,0.00488542878658614,"ABCA1/ACP2/AKTIP/ATP6V0C/BECN1/CHMP5/CLN5/CLN8/GNPTAB/MBTPS1/RAB7A/SNAPIN/TMEM106B/TMEM165/TMEM175/VPS18/VPS33A",17,"GO"
"GO:0080171","GO:0080171","lytic vacuole organization","17/1700","55/15986",3.45088109711001e-05,3.45088109711001e-05,0.00488542878658614,"ABCA1/ACP2/AKTIP/ATP6V0C/BECN1/CHMP5/CLN5/CLN8/GNPTAB/MBTPS1/RAB7A/SNAPIN/TMEM106B/TMEM165/TMEM175/VPS18/VPS33A",17,"GO"
"GO:0010508","GO:0010508","positive regulation of autophagy","25/1700","100/15986",3.4572353983337e-05,3.4572353983337e-05,0.00488542878658614,"AMBRA1/BECN1/CAMKK2/CLEC16A/EPM2A/FLCN/FYCO1/GBA/HTRA2/HTT/IKBKG/MFN2/MTDH/MUL1/PINK1/PIP4K2A/RIPK2/SCOC/SESN2/SH3GLB1/SIRT1/SMCR8/SPTLC1/SVIP/TBK1",25,"GO"
"GO:1903008","GO:1903008","organelle disassembly","25/1700","100/15986",3.4572353983337e-05,3.4572353983337e-05,0.00488542878658614,"AMBRA1/ATG2B/ATG3/ATG4A/ATG4C/BECN1/CAMKK2/CISD2/CLEC16A/DENR/DYRK3/GBA/HTRA2/HTT/MAP1LC3B/MFN2/MTIF2/MUL1/PINK1/RNF41/SPAST/SQSTM1/TIGAR/WBP11/WDR75",25,"GO"
"GO:0006888","GO:0006888","ER to Golgi vesicle-mediated transport","36/1700","169/15986",3.49409565829187e-05,3.49409565829187e-05,0.00488542878658614,"BCAP29/CNIH1/COG5/DCTN4/DCTN5/DYNC1I1/DYNC1LI1/DYNC1LI2/GOPC/GOSR1/GOSR2/KLHL12/LMAN2L/MPPE1/NRBP1/NSF/PPP6C/RNF139/SEC22A/SEC22C/SPAST/STX17/TBC1D20/TEX261/TMED2/TMED7/TMEM115/TRAPPC10/TRAPPC3/TRAPPC4/TRAPPC6B/USO1/VAMP7/YIPF5/YKT6/ZW10",36,"GO"
"GO:0010970","GO:0010970","transport along microtubule","29/1700","125/15986",3.85437285213374e-05,3.85437285213374e-05,0.00509786042377517,"AP3M1/AP3S2/BBS12/DYNC1I1/DYNC2LI1/FYCO1/HTT/IFT46/IFT52/IFT57/KIF3A/KIF3B/KIFAP3/LAMP1/NEFL/RAB21/RHOT1/SNAPIN/SPAST/SSX2IP/TNPO1/TRAF3IP1/TRAK2/TRIP11/TTC26/TTC30A/TTC30B/UCHL1/VAMP7",29,"GO"
"GO:0099111","GO:0099111","microtubule-based transport","29/1700","125/15986",3.85437285213374e-05,3.85437285213374e-05,0.00509786042377517,"AP3M1/AP3S2/BBS12/DYNC1I1/DYNC2LI1/FYCO1/HTT/IFT46/IFT52/IFT57/KIF3A/KIF3B/KIFAP3/LAMP1/NEFL/RAB21/RHOT1/SNAPIN/SPAST/SSX2IP/TNPO1/TRAF3IP1/TRAK2/TRIP11/TTC26/TTC30A/TTC30B/UCHL1/VAMP7",29,"GO"
"GO:0042787","GO:0042787","protein ubiquitination involved in ubiquitin-dependent protein catabolic process","41/1700","204/15986",4.35639715712697e-05,4.35639715712697e-05,0.00561021894279315,"ABTB2/AMFR/ANAPC4/AREL1/ARIH2/BTBD1/BTBD9/BTRC/BUB3/C18orf25/CDC23/CUL2/FBXL14/FBXO22/FBXO45/KBTBD4/KBTBD8/KLHL15/KLHL2/KLHL8/MYLIP/PSEN1/PSMC2/PSMD12/PSMD14/PSMD2/PSMD3/PSMD5/PSME3/PSMF1/RNF11/RNF115/RNF139/RNF14/RNF146/RNF185/SKP1/SPOP/SUFU/TRIP12/UBE2Z",41,"GO"
"GO:0000422","GO:0000422","mitophagy","21/1700","79/15986",5.46495796393587e-05,5.46495796393587e-05,0.00659999466616397,"AMBRA1/ATG2B/ATG3/ATG4A/ATG4C/BECN1/CAMKK2/CISD2/CLEC16A/GBA/HTRA2/HTT/MAP1LC3B/MFN2/MUL1/PINK1/RNF41/SQSTM1/TIGAR/WBP11/WDR75",21,"GO"
"GO:0061726","GO:0061726","mitochondrion disassembly","21/1700","79/15986",5.46495796393587e-05,5.46495796393587e-05,0.00659999466616397,"AMBRA1/ATG2B/ATG3/ATG4A/ATG4C/BECN1/CAMKK2/CISD2/CLEC16A/GBA/HTRA2/HTT/MAP1LC3B/MFN2/MUL1/PINK1/RNF41/SQSTM1/TIGAR/WBP11/WDR75",21,"GO"
"GO:0000423","GO:0000423","macromitophagy","9/1700","19/15986",5.82292863287726e-05,5.82292863287726e-05,0.00659999466616397,"AMBRA1/BECN1/CLEC16A/HTRA2/MFN2/PINK1/RNF41/SQSTM1/TIGAR",9,"GO"
"GO:0043414","GO:0043414","macromolecule methylation","51/1700","276/15986",5.83148807152241e-05,5.83148807152241e-05,0.00659999466616397,"ALKBH8/ARMT1/ASH2L/BCDIN3D/BRCA1/BUD23/CMTR1/CMTR2/COPRS/CTCF/CTR9/EED/ETF1/FTSJ3/HSPA8/ICMT/IWS1/KDM1B/LCMT2/MBD1/MEPCE/METTL1/METTL14/METTL2A/METTL2B/MPHOSPH8/MRM2/MTERF4/MTO1/NSUN4/PRDM4/PRMT3/PRMT6/PYGO2/RBBP5/RNF20/RTF1/SETD1B/SETD6/SETD7/SIRT1/SMAD4/SUPT6H/SUZ12/TFB2M/TGS1/TRMO/TRMT1L/TRMT2B/TRMT5/WDR82",51,"GO"
"GO:0016050","GO:0016050","vesicle organization","64/1700","370/15986",5.88629292202508e-05,5.88629292202508e-05,0.00659999466616397,"ABCA1/AKTIP/ANKFY1/AP1G1/ARFGEF2/CHMP5/CHMP7/CNIH1/EXOC8/FAM109A/FNBP1L/GOSR1/GOSR2/KLHL12/NSF/PI4K2A/PIK3C3/PPP6C/RAB22A/RAB29/RAB7A/RSG1/RUNDC1/SEC22A/SEC22C/SNAP29/SNAP47/SNAPIN/SNF8/SNX1/SNX19/SNX7/SORT1/STAM/STX12/STX17/STX3/SYT14/SYT5/TAP2/TBC1D14/TBC1D20/TBC1D4/TGFBRAP1/TMED2/TMEM127/TMEM175/TRAPPC10/TRAPPC3/TRAPPC4/TRAPPC6B/USO1/USP8/VAMP7/VPS18/VPS37A/VPS39/VPS41/VPS4B/VPS8/VTA1/WASHC4/YKT6/ZFYVE16",64,"GO"
"GO:0006506","GO:0006506","GPI anchor biosynthetic process","12/1700","32/15986",5.93417459766947e-05,5.93417459766947e-05,0.00659999466616397,"DPM1/MPPE1/PGAP2/PIGH/PIGK/PIGM/PIGN/PIGQ/PIGV/PIGW/PIGX/PIGY",12,"GO"
"GO:0042073","GO:0042073","intraciliary transport","15/1700","47/15986",6.53557347036452e-05,6.53557347036452e-05,0.00708859180811564,"BBS12/DYNC2LI1/IFT46/IFT52/IFT57/KIF3A/KIF3B/KIFAP3/SSX2IP/TNPO1/TRAF3IP1/TRIP11/TTC26/TTC30A/TTC30B",15,"GO"
"GO:0008333","GO:0008333","endosome to lysosome transport","14/1700","42/15986",6.66318481425368e-05,6.66318481425368e-05,0.00708859180811564,"AKTIP/CHMP5/M6PR/RAB7A/SCYL2/SNAPIN/SORT1/TGFBRAP1/VAMP7/VPS18/VPS33A/VPS39/VPS41/VPS4B",14,"GO"
"GO:0048284","GO:0048284","organelle fusion","41/1700","208/15986",6.90440880196582e-05,6.90440880196582e-05,0.00718893539089341,"AFG3L2/ANKFY1/BAK1/CHCHD3/CLEC16A/FYCO1/GDAP1/GOSR1/GOSR2/LAMP2/MAP1LC3B/MCOLN1/MFN2/MUL1/RAB7A/RSG1/RUNDC1/SEC22A/SEC22C/SMCR8/SNAP29/SNAP47/SNAPIN/STX12/STX17/STX3/SYT14/SYT5/TAP2/TBC1D14/TBC1D4/TGFBRAP1/TMEM175/USO1/VAMP7/VPS18/VPS33A/VPS39/VPS41/VPS8/YKT6",41,"GO"
"GO:0016482","GO:0016482","cytosolic transport","30/1700","136/15986",7.78296807258423e-05,7.78296807258423e-05,0.00793487249329915,"ACTR2/AKTIP/ANKFY1/AP1AR/AP1G1/CLN5/FAM109A/GOSR1/GOSR2/KLHL20/LAMP1/MYO1D/PIK3C3/RAB21/RAB29/RAB7A/RAB9B/RGP1/SNF8/SNX1/SORT1/SYS1/TBC1D14/TRAPPC10/VPS26A/VPS26B/VPS53/WASHC2A/WASHC2C/YKT6",30,"GO"
"GO:0006505","GO:0006505","GPI anchor metabolic process","12/1700","33/15986",8.4278332277766e-05,8.4278332277766e-05,0.00823284639860604,"DPM1/MPPE1/PGAP2/PIGH/PIGK/PIGM/PIGN/PIGQ/PIGV/PIGW/PIGX/PIGY",12,"GO"
"GO:0098840","GO:0098840","protein transport along microtubule","15/1700","48/15986",8.57993994434207e-05,8.57993994434207e-05,0.00823284639860604,"BBS12/DYNC2LI1/IFT46/IFT52/IFT57/KIF3A/KIF3B/KIFAP3/SSX2IP/TNPO1/TRAF3IP1/TRIP11/TTC26/TTC30A/TTC30B",15,"GO"
"GO:0099118","GO:0099118","microtubule-based protein transport","15/1700","48/15986",8.57993994434207e-05,8.57993994434207e-05,0.00823284639860604,"BBS12/DYNC2LI1/IFT46/IFT52/IFT57/KIF3A/KIF3B/KIFAP3/SSX2IP/TNPO1/TRAF3IP1/TRIP11/TTC26/TTC30A/TTC30B",15,"GO"
"GO:0006261","GO:0006261","DNA-dependent DNA replication","30/1700","138/15986",0.000103139153501466,0.000103139153501466,0.00970635474956101,"CCNE2/CDC6/CENPS/DNA2/DSCC1/MCM10/MCMBP/MMS22L/MRE11/NBN/ORC3/ORC4/ORC5/POLD3/POLE3/PRIM2/PURA/RFC5/RNASEH1/RPA1/RRM2B/RTFDC1/SENP2/SLBP/SMC1A/TERF2/TFAM/TIPIN/WIZ/ZPR1",30,"GO"
"GO:0006643","GO:0006643","membrane lipid metabolic process","38/1700","192/15986",0.00011449646035543,0.00011449646035543,0.0105718777396702,"AGK/ALDH3A2/ALDH5A1/ASAH1/B3GNT5/CLN8/CTSA/CYP1B1/DPM1/GBA/HACD2/HTRA2/KDSR/LARGE1/MPPE1/PGAP2/PIGH/PIGK/PIGM/PIGN/PIGQ/PIGV/PIGW/PIGX/PIGY/PLA2G15/PLPP3/POGLUT1/PPP2CA/PRKD3/SERINC1/SERINC3/SGMS1/SGPP1/SMPD1/SPTLC1/TEX2/TNFRSF1A",38,"GO"
"GO:0097502","GO:0097502","mannosylation","12/1700","34/15986",0.000117725370789467,0.000117725370789467,0.0106687183001995,"ALG1/ALG11/ALG2/ALG3/DPM1/DPY19L1/DPY19L4/FKRP/FKTN/LARGE1/PIGV/TMEM5",12,"GO"
"GO:0051648","GO:0051648","vesicle localization","47/1700","257/15986",0.000144195829482038,0.000144195829482038,0.012829979162909,"ANKFY1/AP1AR/AP3M1/AP3S2/ARL6/BBS2/BBS7/BTBD9/CDH2/CDK5/CNIH1/DNAJC5/DYNC1I1/FNBP1L/FYCO1/GOSR1/GOSR2/HTT/IKBKG/KIF3A/KIF3B/KIFAP3/KLHL12/MKKS/NSF/PINK1/PIP5K1C/PPP6C/PSEN1/SNAP29/SNAP47/SNAPIN/SNPH/STX3/SYT5/TBC1D20/TMED2/TMEM230/TOR1A/TRAPPC10/TRAPPC3/TRAPPC4/TRAPPC6B/USO1/VAMP7/VPS33A/YKT6",47,"GO"
"GO:0031647","GO:0031647","regulation of protein stability","44/1700","236/15986",0.000147794264413503,0.000147794264413503,0.0129153296101198,"APTX/BTRC/CCAR2/CCT3/CDC37L1/CDC73/CDK7/CDKN2AIP/CREBL2/CTSA/DERL1/FBXL3/GNL3L/GTPBP4/HSP90AA1/HSPA8/HTT/IFT46/LAMP1/LAMP2/LRRC46/MUL1/MYLIP/NAA15/NAPG/PDCD10/PEX2/PHB/PINK1/PLPP3/PRKRA/PRNP/QRSL1/RNF139/SENP2/SH3GLB1/SIRT1/STK4/STX12/TCP1/USP19/VHL/WFS1/WIZ",44,"GO"
"GO:0035735","GO:0035735","intraciliary transport involved in cilium assembly","13/1700","40/15986",0.000161714640207949,0.000161714640207949,0.01347107746981,"DYNC2LI1/IFT46/IFT52/IFT57/KIF3A/KIF3B/KIFAP3/SSX2IP/TNPO1/TRAF3IP1/TRIP11/TTC26/TTC30B",13,"GO"
"GO:0000209","GO:0000209","protein polyubiquitination","51/1700","287/15986",0.000162159092594509,0.000162159092594509,0.01347107746981,"AMFR/ANAPC13/ANAPC4/ARIH2/BRCA1/BTRC/C18orf25/CBFB/CDC23/FBXL14/FBXL18/FBXL3/FBXL4/FBXO21/FBXO22/FBXW2/HLTF/KLHL20/MYLIP/PELI3/PSMC2/PSMD12/PSMD14/PSMD2/PSMD3/PSMD5/PSME3/PSMF1/RNF115/RNF139/RNF14/RNF146/RNF20/RNF216/RNF4/RNF41/RNF6/RUSC1/SHPRH/SKP1/TMEM129/TOPORS/TRIP12/UBE2A/UBE2D4/UBE2G2/UBE2K/UBE2W/UBE3C/UBE4A/ZFP91",51,"GO"
"GO:0006986","GO:0006986","response to unfolded protein","34/1700","168/15986",0.000164166672461522,0.000164166672461522,0.01347107746981,"AMFR/ASNA1/ATF6/ATP6V0D1/BAK1/CHAC1/CREB3/DERL1/DNAJA1/DNAJB1/DNAJC3/EIF2S1/EXTL3/FAF2/GOSR2/HSP90AA1/HSPA8/JKAMP/MBTPS1/MBTPS2/MFN2/PPP1R15B/RHBDD1/RNF121/SEC62/SEC63/SRPRA/SRPRB/SSR1/TATDN2/TMEM129/TMEM33/TOR1B/WFS1",34,"GO"
"GO:0007032","GO:0007032","endosome organization","19/1700","73/15986",0.000165164856050585,0.000165164856050585,0.01347107746981,"AKTIP/ARFGEF2/CHMP5/CHMP7/EXOC8/FAM109A/PI4K2A/PIK3C3/RAB22A/RAB7A/SNF8/STAM/TMEM127/USP8/VPS18/VPS37A/VPS4B/VTA1/WASHC4",19,"GO"
"GO:0030705","GO:0030705","cytoskeleton-dependent intracellular transport","30/1700","142/15986",0.000176934231884112,0.000176934231884112,0.014194430440539,"AP3M1/AP3S2/BBS12/DYNC1I1/DYNC2LI1/FNBP1L/FYCO1/HTT/IFT46/IFT52/IFT57/KIF3A/KIF3B/KIFAP3/LAMP1/NEFL/RAB21/RHOT1/SNAPIN/SPAST/SSX2IP/TNPO1/TRAF3IP1/TRAK2/TRIP11/TTC26/TTC30A/TTC30B/UCHL1/VAMP7",30,"GO"
"GO:0046467","GO:0046467","membrane lipid biosynthetic process","27/1700","123/15986",0.000189196353814738,0.000189196353814738,0.014933342086328,"AGK/ALDH3A2/B3GNT5/CLN8/DPM1/GBA/HACD2/KDSR/LARGE1/MPPE1/PGAP2/PIGH/PIGK/PIGM/PIGN/PIGQ/PIGV/PIGW/PIGX/PIGY/PLPP3/PRKD3/SGMS1/SGPP1/SMPD1/SPTLC1/TNFRSF1A",27,"GO"
"GO:0051640","GO:0051640","organelle localization","78/1700","492/15986",0.00019713014651665,0.00019713014651665,0.0153125823083693,"ABCE1/ACTR2/ANKFY1/AP1AR/AP3M1/AP3S2/ARL6/ARL8B/BBS2/BBS7/BECN1/BTBD9/CDC23/CDH2/CDK5/CHMP5/CHMP7/CNIH1/DCTN4/DNAJC5/DOCK7/DYNC1I1/DYNC1LI2/FGF10/FNBP1L/FYCO1/GOSR1/GOSR2/HTT/IKBKG/KIF3A/KIF3B/KIFAP3/KLHL12/LAMP1/LEMD3/MFN2/MIS12/MKKS/MLH1/MUL1/NEFL/NSF/PDCD10/PINK1/PIP5K1C/PPP6C/PSEN1/RABGEF1/RANBP2/RHOT1/SDAD1/SNAP29/SNAP47/SNAPIN/SNPH/SPAST/STX3/SYNJ2BP/SYT5/TBC1D20/TBCCD1/TMED2/TMEM106B/TMEM230/TOR1A/TRAK2/TRAPPC10/TRAPPC3/TRAPPC4/TRAPPC6B/UCHL1/USO1/VAMP7/VPS33A/VPS4B/YKT6/ZW10",78,"GO"
"GO:0035751","GO:0035751","regulation of lysosomal lumen pH","6/1700","10/15986",0.00020610873474166,0.00020610873474166,0.0157598603258878,"ATP6V0C/CLN5/SNAPIN/TMEM165/TMEM175/VPS33A",6,"GO"
"GO:0051650","GO:0051650","establishment of vesicle localization","44/1700","241/15986",0.000240378608327678,0.000240378608327678,0.0180974923095607,"AP1AR/AP3M1/AP3S2/ARL6/BBS2/BBS7/BTBD9/CDK5/CNIH1/DNAJC5/DYNC1I1/FNBP1L/FYCO1/GOSR1/GOSR2/HTT/IKBKG/KIF3A/KIF3B/KIFAP3/KLHL12/MKKS/NSF/PINK1/PIP5K1C/PPP6C/PSEN1/SNAP29/SNAP47/SNAPIN/SNPH/STX3/SYT5/TBC1D20/TMED2/TMEM230/TOR1A/TRAPPC10/TRAPPC3/TRAPPC4/TRAPPC6B/USO1/VAMP7/YKT6",44,"GO"
"GO:0051084","GO:0051084","'de novo' posttranslational protein folding","8/1700","18/15986",0.000264017698752466,0.000264017698752466,0.0195760491467339,"DNAJB1/DNAJB12/DNAJB14/HSPA8/SELENOF/TOR1A/TOR1B/UGGT1",8,"GO"
"GO:0009301","GO:0009301","snRNA transcription","18/1700","70/15986",0.000286299672256589,0.000286299672256589,0.0202339174381897,"CDK7/GTF2A1/GTF2A2/GTF2B/ICE1/INTS12/INTS14/INTS2/INTS5/INTS7/NABP2/PHAX/POLR2B/POLR2D/POLR2K/RPAP2/SNAPC5/TAF13",18,"GO"
"GO:0042795","GO:0042795","snRNA transcription from RNA polymerase II promoter","18/1700","70/15986",0.000286299672256589,0.000286299672256589,0.0202339174381897,"CDK7/GTF2A1/GTF2A2/GTF2B/ICE1/INTS12/INTS14/INTS2/INTS5/INTS7/NABP2/PHAX/POLR2B/POLR2D/POLR2K/RPAP2/SNAPC5/TAF13",18,"GO"
"GO:0016073","GO:0016073","snRNA metabolic process","20/1700","82/15986",0.000290638396766912,0.000290638396766912,0.0202339174381897,"CDK7/GTF2A1/GTF2A2/GTF2B/ICE1/INTS12/INTS14/INTS2/INTS5/INTS7/MEPCE/NABP2/PHAX/POLR2B/POLR2D/POLR2K/RPAP2/SNAPC5/TAF13/USB1",20,"GO"
"GO:0097576","GO:0097576","vacuole fusion","12/1700","37/15986",0.000293821872284362,0.000293821872284362,0.0202339174381897,"CLEC16A/FYCO1/LAMP2/MAP1LC3B/MCOLN1/SMCR8/SNAP29/SNAPIN/STX17/VPS33A/VPS39/VPS41",12,"GO"
"GO:0035967","GO:0035967","cellular response to topologically incorrect protein","30/1700","146/15986",0.000294689493514431,0.000294689493514431,0.0202339174381897,"AMFR/ASNA1/ATF6/ATP6V0D1/BAK1/CREB3/DERL1/DNAJB12/DNAJC3/EIF2S1/EXTL3/GOSR2/KLHL15/MBTPS1/MBTPS2/PPP1R15B/RHBDD1/RNF121/RNF185/SEC62/SEC63/SRPRA/SRPRB/SSR1/TATDN2/TMEM33/TOR1A/UBE2W/UFD1/WFS1",30,"GO"
"GO:0061025","GO:0061025","membrane fusion","42/1700","229/15986",0.000297698419611136,0.000297698419611136,0.0202339174381897,"AFG3L2/ANKFY1/ANXA7/BAK1/CHCHD3/GDAP1/GOSR1/GOSR2/MFN2/MUL1/NAPG/NSF/NSFL1C/RAB7A/RABEP1/RABIF/RSG1/RUNDC1/SEC22A/SEC22C/SNAP29/SNAP47/SNAPIN/STX12/STX17/STX3/SYT14/SYT5/TAP2/TBC1D14/TBC1D4/TGFBRAP1/TMEM175/UBXN2A/UBXN2B/USO1/VAMP7/VPS18/VPS39/VPS41/VPS8/YKT6",42,"GO"
"GO:0098781","GO:0098781","ncRNA transcription","23/1700","102/15986",0.000365302961156079,0.000365302961156079,0.0244887305899728,"CD3EAP/CDK7/GTF2A1/GTF2A2/GTF2B/GTF3C4/ICE1/INTS12/INTS14/INTS2/INTS5/INTS7/NABP2/PHAX/POLR1B/POLR2B/POLR2D/POLR2K/RPAP2/RRN3/SNAPC5/TAF13/TAF1B",23,"GO"
"GO:0009452","GO:0009452","7-methylguanosine RNA capping","12/1700","38/15986",0.000388280546352067,0.000388280546352067,0.0250016102491795,"BUD23/CDK7/CMTR1/CMTR2/GTF2H1/GTF2H3/METTL1/POLR2B/POLR2D/POLR2K/RNGTT/TGS1",12,"GO"
"GO:0031648","GO:0031648","protein destabilization","12/1700","38/15986",0.000388280546352067,0.000388280546352067,0.0250016102491795,"BTRC/CDC73/DERL1/FBXL3/HTT/MUL1/MYLIP/PEX2/PRNP/RNF139/SENP2/SIRT1",12,"GO"
"GO:0036260","GO:0036260","RNA capping","12/1700","38/15986",0.000388280546352067,0.000388280546352067,0.0250016102491795,"BUD23/CDK7/CMTR1/CMTR2/GTF2H1/GTF2H3/METTL1/POLR2B/POLR2D/POLR2K/RNGTT/TGS1",12,"GO"
"GO:0071826","GO:0071826","ribonucleoprotein complex subunit organization","38/1700","204/15986",0.000412142872912238,0.000412142872912238,0.0259542187846452,"AAR2/BMS1/CD2BP2/CDC73/CLP1/CNOT7/DDX1/DDX3X/DDX6/DENR/DYRK3/EDC3/EFL1/EIF3A/EIF5/FASTKD2/G3BP2/HSP90AA1/ISY1/MRPS11/MTERF4/MTIF2/NIP7/NSUN4/NUFIP1/OGFOD1/POLR2D/PRPF18/RPF1/SAMD15/SF3A1/SF3A3/SHQ1/SRPK2/TGS1/TSR1/TXNL4B/ZNHIT6",38,"GO"
"GO:0098780","GO:0098780","response to mitochondrial depolarisation","8/1700","19/15986",0.000413681998696969,0.000413681998696969,0.0259542187846452,"AMBRA1/BECN1/GBA/HTRA2/MFN2/MUL1/PINK1/SQSTM1",8,"GO"
"GO:0016254","GO:0016254","preassembly of GPI anchor in ER membrane","7/1700","15/15986",0.000451552050646233,0.000451552050646233,0.0276219142559781,"PIGH/PIGM/PIGN/PIGQ/PIGV/PIGW/PIGX",7,"GO"
"GO:0045324","GO:0045324","late endosome to vacuole transport","7/1700","15/15986",0.000451552050646233,0.000451552050646233,0.0276219142559781,"BECN1/CHMP7/LEPROT/SNAPIN/SNF8/VPS39/VPS41",7,"GO"
"GO:0006360","GO:0006360","transcription from RNA polymerase I promoter","16/1700","61/15986",0.00048189129923036,0.00048189129923036,0.0291138745954769,"CD3EAP/CDK7/ERCC6/GTF2H1/GTF2H3/HEATR1/MED1/POLR1A/POLR1B/POLR2K/RRN3/TAF1B/TFAM/TWISTNB/UTP15/WDR75",16,"GO"
"GO:0022618","GO:0022618","ribonucleoprotein complex assembly","36/1700","192/15986",0.000507812771736745,0.000507812771736745,0.0303057968652648,"AAR2/BMS1/CD2BP2/CDC73/CLP1/CNOT7/DDX1/DDX3X/DDX6/DENR/EDC3/EFL1/EIF3A/EIF5/FASTKD2/G3BP2/HSP90AA1/ISY1/MRPS11/MTERF4/NIP7/NSUN4/NUFIP1/OGFOD1/POLR2D/PRPF18/RPF1/SAMD15/SF3A1/SF3A3/SHQ1/SRPK2/TGS1/TSR1/TXNL4B/ZNHIT6",36,"GO"
"GO:0016072","GO:0016072","rRNA metabolic process","49/1700","286/15986",0.000516220040645475,0.000516220040645475,0.0304363597839038,"BMS1/BUD23/CD3EAP/DCAF13/DDX27/DDX52/DHX37/DIEXF/FCF1/FTSJ3/GTF3C4/GTPBP4/HEATR1/ISG20L2/KRR1/MAK16/MPHOSPH6/MRM2/MRPS11/MTERF4/NSUN4/POLR1B/POP4/RPF1/RPL7L1/RPP40/RRN3/RRP15/RRP1B/SAMD15/SHQ1/SIRT1/SRFBP1/TAF1B/TEX10/TFB2M/THUMPD1/TSR1/UTP14A/UTP14C/UTP15/UTP20/UTP23/UTP3/WBP11/WDR36/WDR37/WDR75/XRN2",49,"GO"
"GO:0030490","GO:0030490","maturation of SSU-rRNA","14/1700","50/15986",0.000523278971163909,0.000523278971163909,0.0304852623676819,"BMS1/DCAF13/DIEXF/FCF1/HEATR1/KRR1/MRPS11/SRFBP1/TSR1/UTP14A/UTP14C/UTP20/UTP23/UTP3",14,"GO"
"GO:0006623","GO:0006623","protein targeting to vacuole","10/1700","29/15986",0.000538691363022064,0.000538691363022064,0.031013946089035,"AP3M1/GNPTAB/GOSR2/HSPA8/LAMP2/RAB7A/SNF8/VAMP7/VPS41/ZFYVE16",10,"GO"
